pt_none|none{***}
pt_rescued_prisoners|被救的俘虏
pt_enemy|敌人
pt_hero_party|英雄部队
pt_village_defenders|村庄卫队
pt_cattle_herd|牛群
pt_looters|劫匪
pt_manhunters|青年勇士
pt_steppe_bandits|挪威维京人
pt_taiga_bandits|维京海盗
pt_desert_bandits|老练叛军
pt_forest_bandits|强盗
pt_mountain_bandits|叛军
pt_sea_raiders|无主斗士
pt_sea_raiders2|丹麦精英维京强盗
pt_fianna|费奥纳的叛徒
pt_frank_looters_1|盗贼
pt_frank_looters_2|盗贼
pt_deserters|散兵游勇
pt_merchant_caravan|商人的商队
pt_troublesome_bandits|难对付的强盗
pt_bandits_awaiting_ransom|等待赎金的强盗
pt_kidnapped_girl|被绑架的女孩
pt_village_farmers|村民
pt_spy_partners|不显眼的旅行者
pt_runaway_serfs|逃跑的农奴
pt_spy|普通的市民
pt_sacrificed_messenger|献祭信使
pt_scout_party|侦察队
pt_messenger_party|布立吞信使
pt_raider_party|突袭队
pt_raider_captives|猎俘队
pt_kingdom_caravan_party|商队
pt_prisoner_train_party|运俘队
pt_default_prisoners|逃走的俘虏
pt_routed_warriors|溃军
pt_center_reinforcements|增援部队
pt_kingdom_hero_party|军队
pt_steppe_bandit_lair|诺曼港垒
pt_taiga_bandit_lair|维京港垒
pt_desert_bandit_lair|老练叛军营地
pt_forest_bandit_lair|强盗老巢
pt_mountain_bandit_lair|叛军营地
pt_sea_raider_lair|斗士营地
pt_sea_raider_lair2|丹麦港垒
pt_looter_lair|绑架者藏身处
pt_leaded_looters|强盗团
pt_sacerdotes_party|基督教牧师
pt_paganos_party|多神教祭司
pt_sea_raiders_ships|法兰克突袭者
pt_sea_raiders_ships2|丹麦维京强盗
pt_sea_raiders_ships3|维京海盗
pt_sea_raiders_ships4|挪威维京强盗
pt_sea_raiders_ships5|瑞典维京强盗
pt_sea_raiders_ships6|突袭者
pt_chimney_smoke|烟
pt_epic_fleet|传奇维京船队
pt_port|港口
pt_ferry_port|港口
pt_landet_ships|你的船
pt_fisher_ship|渔夫
pt_traveller_ship|旅行者
pt_slave_trader_ship|贩奴商
pt_sea_king_danish|提督
pt_sea_king_norweg|提督
pt_walrus_hunter|海象猎人
pt_viking_raider|维京突袭者
pt_ambushers|伏击者
pt_ship|船
pt_sven_doccinga_ca|斯温的突袭队
pt_sven_lair_deffense|斯温的藏身处
pt_kennemer_revenge|突袭者
pt_sigurd_farm_men|西格德的战士
pt_wessex_foragers|西撒克逊征粮队
pt_wessex_patrol|西撒克逊巡逻队
pt_norway_looters|盗贼
pt_jetty_port|港口
pt_boar_herd|野猪群
pt_adv_party|战团
pt_slave_hideout|藏身处
pt_village_elder|税吏
pt_none|None
pt_rescued_prisoners|被救的俘虏
pt_enemy|敌人
pt_hero_party|英雄部队
pt_village_defenders|村庄卫队
pt_cattle_herd|牛群
pt_looters|劫匪
pt_manhunters|青年勇士
pt_steppe_bandits|诺斯人
pt_taiga_bandits|维京海盗,
pt_desert_bandits|老练叛军
pt_forest_bandits|强盗,
pt_mountain_bandits|叛军
pt_sea_raiders|无主斗士
pt_sea_raiders2|丹麦精英维京人
pt_fianna|费奥纳叛军
pt_frank_looters_1|法兰克劫匪
pt_frank_looters_2|法兰克劫匪
pt_deserters|散兵游勇
pt_merchant_caravan|商队
pt_troublesome_bandits|难缠的强盗,
pt_bandits_awaiting_ransom|等待赎金的强盗,
pt_kidnapped_girl|被绑架的女孩,
pt_village_farmers|村民,
pt_spy_partners|不显眼的旅行者,
pt_runaway_serfs|逃跑的农奴,
pt_spy|普通市民,
pt_sacrificed_messenger|献祭信使,
pt_scout_party|侦察队,
pt_messenger_party|信使,
pt_raider_party|突袭队,
pt_raider_captives|突袭队俘虏,
pt_kingdom_caravan_party|商队,
pt_prisoner_train_party|运俘队,
pt_default_prisoners|逃走的俘虏,
pt_routed_warriors|溃军,
pt_center_reinforcements|增援部队,
pt_kingdom_hero_party|军队,
pt_steppe_bandit_lair|诺曼港垒,
pt_taiga_bandit_lair|维京港垒,
pt_desert_bandit_lair|老练叛军营地,
pt_forest_bandit_lair|强盗老巢,
pt_mountain_bandit_lair|叛军营地,
pt_sea_raider_lair|斗士营地,
pt_sea_raider_lair2|丹麦港垒,
pt_looter_lair|绑架者藏身处,
pt_leaded_looters|强盗团,
pt_sacerdotes_party|基督教牧师,
pt_paganos_party|多神教祭司,
pt_sea_raiders_ships|法兰克突袭者,
pt_sea_raiders_ships2|丹麦维京强盗,
pt_sea_raiders_ships3|维京海盗,
pt_sea_raiders_ships4|挪威维京强盗,
pt_sea_raiders_ships5|瑞典维京强盗,
pt_sea_raiders_ships6|突袭者,
pt_chimney_smoke|烟,
pt_epic_fleet|传奇维京船队,
pt_port|港口,
pt_ferry_port|港口,
pt_landet_ships|你的船
pt_fisher_ship|渔夫,
pt_traveller_ship|旅行者,
pt_slave_trader_ship|奴隶商人,
pt_sea_king_danish|海王,
pt_sea_king_norweg|海王,
pt_walrus_hunter|猎海象者,
pt_viking_raider|维京突袭者,
pt_ambushers|伏击者,
pt_ship|船,
pt_sven_doccinga_ca|斯温的突袭者,
pt_sven_lair_deffense|斯温的藏身处,
pt_kennemer_revenge|突袭者,
pt_sigurd_farm_men|西格德的战士,
pt_wessex_foragers|西撒克逊征粮队,
pt_wessex_patrol|西撒克逊巡逻队,
pt_norway_looters|盗贼,
pt_jetty_port|港口,
pt_boar_herd|野猪群,
pt_adv_party|战团,
pt_slave_hideout|藏身处,
pt_village_elder|税吏
pt_none|None
pt_rescued_prisoners|被救的俘虏
pt_enemy|敌人
pt_hero_party|英雄部队
pt_village_defenders|村庄卫队
pt_cattle_herd|牛群
pt_looters|劫匪
pt_manhunters|青年勇士
pt_steppe_bandits|诺斯人
pt_taiga_bandits|维京海盗,
pt_desert_bandits|老练叛军
pt_forest_bandits|强盗,
pt_mountain_bandits|叛军
pt_sea_raiders|无主斗士
pt_sea_raiders2|丹麦精英维京人
pt_fianna|费奥纳叛军
pt_frank_looters_1|法兰克劫匪
pt_frank_looters_2|法兰克劫匪
pt_deserters|散兵游勇
pt_merchant_caravan|商队
pt_troublesome_bandits|难缠的强盗,
pt_bandits_awaiting_ransom|等待赎金的强盗,
pt_kidnapped_girl|被绑架的女孩,
pt_village_farmers|村民,
pt_spy_partners|不显眼的旅行者,
pt_runaway_serfs|逃跑的农奴,
pt_spy|普通市民,
pt_sacrificed_messenger|献祭信使,
pt_scout_party|侦察队,
pt_messenger_party|信使,
pt_raider_party|突袭队,
pt_raider_captives|突袭队俘虏,
pt_kingdom_caravan_party|商队,
pt_prisoner_train_party|运俘队,
pt_default_prisoners|逃走的俘虏,
pt_routed_warriors|溃军,
pt_center_reinforcements|增援部队,
pt_kingdom_hero_party|军队,
pt_steppe_bandit_lair|诺曼港垒,
pt_taiga_bandit_lair|维京港垒,
pt_desert_bandit_lair|老练叛军营地,
pt_forest_bandit_lair|强盗老巢,
pt_mountain_bandit_lair|叛军营地,
pt_sea_raider_lair|斗士营地,
pt_sea_raider_lair2|丹麦港垒,
pt_looter_lair|绑架者藏身处,
pt_leaded_looters|强盗团,
pt_sacerdotes_party|基督教牧师,
pt_paganos_party|多神教祭司,
pt_sea_raiders_ships|法兰克突袭者,
pt_sea_raiders_ships2|丹麦维京强盗,
pt_sea_raiders_ships3|维京海盗,
pt_sea_raiders_ships4|挪威维京强盗,
pt_sea_raiders_ships5|瑞典维京强盗,
pt_sea_raiders_ships6|突袭队,
pt_chimney_smoke|烟,
pt_epic_fleet|传奇维京船队,
pt_port|港口,
pt_ferry_port|港口,
pt_landet_ships|你的船
pt_fisher_ship|渔夫,
pt_traveller_ship|旅行者,
pt_slave_trader_ship|奴隶商人,
pt_sea_king_danish|海王,
pt_sea_king_norweg|海王,
pt_walrus_hunter|猎海象者,
pt_viking_raider|维京突袭者,
pt_ambushers|伏击者,
pt_ship|船,
pt_sven_doccinga_ca|斯温的突袭者,
pt_sven_lair_deffense|斯温的藏身处,
pt_kennemer_revenge|突袭队,
pt_sigurd_farm_men|西格德的战士,
pt_wessex_foragers|西撒克逊征粮队,
pt_wessex_patrol|西撒克逊巡逻队,
pt_norway_looters|劫匪
pt_jetty_port|港口,
pt_boar_herd|野猪群,
pt_adv_party|军队,
pt_slave_hideout|藏身处,
pt_village_elder|税吏
pt_none|无{***}
pt_rescued_prisoners|被救的俘虏
pt_enemy|敌人
pt_hero_party|英雄部队
pt_village_defenders|村庄卫队
pt_cattle_herd|牛群
pt_looters|劫匪
pt_manhunters|青年勇士
pt_steppe_bandits|诺斯人
pt_taiga_bandits|维京海盗,
pt_desert_bandits|老练叛军
pt_forest_bandits|强盗,
pt_mountain_bandits|叛军
pt_sea_raiders|无主斗士
pt_sea_raiders2|丹麦精英维京人
pt_fianna|费奥纳叛军
pt_frank_looters_1|法兰克劫匪
pt_frank_looters_2|法兰克劫匪
pt_deserters|散兵游勇
pt_merchant_caravan|商队
pt_troublesome_bandits|难缠的强盗,
pt_bandits_awaiting_ransom|等待赎金的强盗,
pt_kidnapped_girl|被绑架的女孩,
pt_village_farmers|村民,
pt_spy_partners|不显眼的旅行者,
pt_runaway_serfs|逃跑的农奴,
pt_spy|普通市民,
pt_sacrificed_messenger|献祭信使,
pt_scout_party|侦察队,
pt_messenger_party|信使,
pt_raider_party|突袭队,
pt_raider_captives|突袭队俘虏,
pt_kingdom_caravan_party|商队,
pt_prisoner_train_party|运俘队,
pt_default_prisoners|逃走的俘虏,
pt_routed_warriors|溃军,
pt_center_reinforcements|增援部队,
pt_kingdom_hero_party|军队,
pt_steppe_bandit_lair|诺曼港垒,
pt_taiga_bandit_lair|维京港垒,
pt_desert_bandit_lair|老练叛军营地,
pt_forest_bandit_lair|强盗老巢,
pt_mountain_bandit_lair|叛军营地,
pt_sea_raider_lair|斗士营地,
pt_sea_raider_lair2|丹麦港垒,
pt_looter_lair|绑架者藏身处,
pt_leaded_looters|强盗团,
pt_sacerdotes_party|基督教牧师,
pt_paganos_party|多神教祭司,
pt_sea_raiders_ships|法兰克突袭者,
pt_sea_raiders_ships2|丹麦维京强盗,
pt_sea_raiders_ships3|维京海盗,
pt_sea_raiders_ships4|挪威维京强盗,
pt_sea_raiders_ships5|瑞典维京强盗,
pt_sea_raiders_ships6|突袭队,
pt_chimney_smoke|烟,
pt_epic_fleet|传奇维京船队,
pt_port|港口,
pt_ferry_port|港口,
pt_landet_ships|你的船
pt_fisher_ship|渔夫,
pt_traveller_ship|旅行者,
pt_slave_trader_ship|奴隶商人,
pt_sea_king_danish|海王,
pt_sea_king_norweg|海王,
pt_walrus_hunter|猎海象者,
pt_viking_raider|维京突袭者,
pt_ambushers|伏击者,
pt_ship|船,
